ID	CAS_No	Chemical_Name	Chemical_Name_Cirpy	TSCA_Name	VT_KR_NZ_Name	Chemical_Name_Scifinder	Chemical_Name_SMILECAS	Chemical_Name_Reaxys	Chemical_Name_OECD_QSAR	Chemical_Name_Final	Chemical_Name_Final_Source	UVCB_TSCA	UVCB_SciFinder	UVCB_Final	UVCB_Final_Source	UVCB&Polymers	Metals	Organometallics	Polymers	Processes	Mixtures	Biological	InChIKey_Dashboard_all	InChIKey_Cirpy	InChIKey_Dashboard	InChIKey_Reaxys	InChIKey_SMILES	InChIKey_Scifinder	InChIKey_Comparison	InChIKey_Final	InChIKey_Final_Source	InChI_Dashboard	InChI_Scifinder	InChI_Cirpy	InChI_Final	InChI_Final_Source	SMILES_OECD_QSAR	SMILES_Cirpy	SMILES_Pubchem	SMILES_ClassyFire	SMILES_Final	SMILES_Final_Source	Alternate_CAS_No	Deleted_CAS_No	Classyfired	Pigments	Trade_Name	ClassyFired_new	Fluoro	Bromo	Chloro	Iodo	MInChI
167402	68966-44-9		sodium; 3-[4-[[4-(4,8-disulfonaphthalen-2-yl)diazenyl-2-methoxy-5-methylphenyl]carbamoylamino]-5-methoxy-2-methylphenyl]diazenyl-5-sulfonaphthalene-1-sulfonate; 2-(2-hydroxyethylamino)ethanol	1,5-Naphthalenedisulfonic acid, 3,3'-[carbonylbis[imino(5-methoxy-2-methyl-4,1-phenylene)-2,1-diazenediyl]]bis-, sodium salt, compd. with 2,2'-iminobis[ethanol] (1:?:?)					1,5-Naphthalenedisulfonic acid, 3,3'-[carbonylbis[imino(5-methoxy-2-methyl-4,1-phenylene)-2,1-diazenediyl]]bis-, sodium salt, compd. with 2,2'-iminobis[ethanol] (1:?:?);3,3'-[carbonylbis[imino(5-methoxy-2-methyl-p-phenylene)azo]]bis[naphthalene-1,5-disulphonic] acid, compound with 2,2'-iminodiethanol, sodium salt	1,5-Naphthalenedisulfonic acid, 3,3'-[carbonylbis[imino(5-methoxy-2-methyl-4,1-phenylene)-2,1-diazenediyl]]bis-, sodium salt, compd. with 2,2'-iminobis[ethanol] (1:?:?)	US TSCA	0	0	0	US TSCA	0	0	0	0	0	1	0		IMYPVAZFNKKNGG-UHFFFAOYSA-M			JRFONNKIMGUQNR-UHFFFAOYSA-N			IMYPVAZFNKKNGG-UHFFFAOYSA-M	Cirpy			InChI=1S/C37H32N6O15S4.C4H11NO2.Na/c1-19-11-29(31(57-3)17-27(19)42-40-21-13-25-23(35(15-21)61(51,52)53)7-5-9-33(25)59(45,46)47)38-37(44)39-30-12-20(2)28(18-32(30)58-4)43-41-22-14-26-24(36(16-22)62(54,55)56)8-6-10-34(26)60(48,49)50;6-3-1-5-2-4-7;/h5-18H,1-4H3,(H2,38,39,44)(H,45,46,47)(H,48,49,50)(H,51,52,53)(H,54,55,56);5-7H,1-4H2;/q;;+1/p-1	InChI=1S/C37H32N6O15S4.C4H11NO2.Na/c1-19-11-29(31(57-3)17-27(19)42-40-21-13-25-23(35(15-21)61(51,52)53)7-5-9-33(25)59(45,46)47)38-37(44)39-30-12-20(2)28(18-32(30)58-4)43-41-22-14-26-24(36(16-22)62(54,55)56)8-6-10-34(26)60(48,49)50;6-3-1-5-2-4-7;/h5-18H,1-4H3,(H2,38,39,44)(H,45,46,47)(H,48,49,50)(H,51,52,53)(H,54,55,56);5-7H,1-4H2;/q;;+1/p-1	Cirpy	[NaH].OCCNCCO.COc1cc(NC(=O)Nc2cc(OC)c(cc2C)N=Nc2cc(c3cccc(c3c2)S(O)(=O)=O)S(O)(=O)=O)c(C)cc1N=Nc1cc(c2cccc(c2c1)S(O)(=O)=O)S(O)(=O)=O			[Na+].OCCNCCO.COC1=C(NC(=O)NC2=C(OC)C=C(N=NC3=CC(=C4C=CC=C(C4=C3)S(O)(=O)=O)S([O-])(=O)=O)C(C)=C2)C=C(C)C(=C1)N=NC1=CC(=C2C=CC=C(C2=C1)S(O)(=O)=O)S(O)(=O)=O	[NaH].OCCNCCO.COc1cc(NC(=O)Nc2cc(OC)c(cc2C)N=Nc2cc(c3cccc(c3c2)S(O)(=O)=O)S(O)(=O)=O)c(C)cc1N=Nc1cc(c2cccc(c2c1)S(O)(=O)=O)S(O)(=O)=O	QSAR	0	0	1	0	0	1	0	0	0	0	MInChI=0.00.1S/C37H32N6O15S4.C4H11NO2.Na/c1-19-11-29(31(57-3)17-27(19)42-40-21-13-25-23(35(15-21)61(51,52)53)7-5-9-33(25)59(45,46)47)38-37(44)39-30-12-20(2)28(18-32(30)58-4)43-41-22-14-26-24(36(16-22)62(54,55)56)8-6-10-34(26)60(48,49)50;6-3-1-5-2-4-7;/h5-18H,1-4H3,(H2,38,39,44)(H,45,46,47)(H,48,49,50)(H,51,52,53)(H,54,55,56);5-7H,1-4H2;/q;;+1/p-1/n1/
223647	93963-52-1	Methyl (3alpha,14beta,16alpha)-14,15-dihydro-14-hydroxyeburnamenine-14-carboxylate, compound with 5-oxo-L-proline (1:1)							5-oxo-L-proline - methyl (3alpha,14beta,16alpha)-14-hydroxy-14,15-dihydroeburnamenine-14-carboxylate (1:1);methyl (3�,14?,16�)-14,15-dihydro-14-hydroxyeburnamenine-14-carboxylate, compound with 5-oxo-L-proline (1:1);methyl (3?,14?,16?)-14,15-dihydro-14-hydroxyeburnamenine-14-carboxylate, compound with 5-oxo-L-proline (1:1);Methyl (3alpha,14beta,16alpha)-14,15-dihydro-14-hydroxyeburnamenine-14-carboxylate, compound with 5-oxo-L-proline (1:1)	Methyl (3alpha,14beta,16alpha)-14,15-dihydro-14-hydroxyeburnamenine-14-carboxylate, compound with 5-oxo-L-proline (1:1)	Dashboard	0	0	0		0	0	0	0	0	1	0	BEAUNJJDFQHPFU-WIHLWDMDSA-N				BEAUNJJDFQHPFU-UHFFFAOYSA-N			BEAUNJJDFQHPFU-WIHLWDMDSA-N	Dashboard	InChI=1S/C21H26N2O3.C5H7NO3/c1-3-20-10-6-11-22-12-9-15-14-7-4-5-8-16(14)23(17(15)18(20)22)21(25,13-20)19(24)26-2;7-4-2-1-3(6-4)5(8)9/h4-5,7-8,18,25H,3,6,9-13H2,1-2H3;3H,1-2H2,(H,6,7)(H,8,9)/t18-,20+,21+;3-/m10/s1			InChI=1S/C21H26N2O3.C5H7NO3/c1-3-20-10-6-11-22-12-9-15-14-7-4-5-8-16(14)23(17(15)18(20)22)21(25,13-20)19(24)26-2;7-4-2-1-3(6-4)5(8)9/h4-5,7-8,18,25H,3,6,9-13H2,1-2H3;3H,1-2H2,(H,6,7)(H,8,9)/t18-,20+,21+;3-/m10/s1	Dashboard	OC(=O)C1CCC(=O)N1.CCC12CCCN3CCc4c(C13)n(c1ccccc41)C(O)(C2)C(=O)OC			OC(=O)[C@@H]1CCC(=O)N1.CC[C@@]12CCCN3CCC4=C([C@H]13)N(C1=CC=CC=C41)[C@](O)(C2)C(=O)OC	OC(=O)C1CCC(=O)N1.CCC12CCCN3CCc4c(C13)n(c1ccccc41)C(O)(C2)C(=O)OC	QSAR	0	0	1	0	0	1	0	0	0	0	MInChI=0.00.1S/C21H26N2O3.C5H7NO3/c1-3-20-10-6-11-22-12-9-15-14-7-4-5-8-16(14)23(17(15)18(20)22)21(25,13-20)19(24)26-2;7-4-2-1-3(6-4)5(8)9/h4-5,7-8,18,25H,3,6,9-13H2,1-2H3;3H,1-2H2,(H,6,7)(H,8,9)/t18-,20+,21+;3-/m10/s1/n1/1:1vp
57179	17430-82-9								(9Z)-octadec-9-enoic acid - dodecan-1-amine (1:1);9-Octadecenoic acid, (Z)-, compound with 1-dodecanamine (1:1);oleic acid, compound with dodecylamine (1:1)	(9Z)-octadec-9-enoic acid - dodecan-1-amine (1:1);9-Octadecenoic acid, (Z)-, compound with 1-dodecanamine (1:1);oleic acid, compound with dodecylamine (1:1)	OECD QSAR	0	0	0		0	0	0	0	0	1	0					YGNMKCIQDOADAV-UHFFFAOYSA-N			YGNMKCIQDOADAV-UHFFFAOYSA-N	OECD QSAR						CCCCCCCCCCCCN.CCCCCCCCC=CCCCCCCCC(O)=O			CCCCCCCCCCCCN.CCCCCCCCC=CCCCCCCCC(O)=O	CCCCCCCCCCCCN.CCCCCCCCC=CCCCCCCCC(O)=O	OECD QSAR	0	0	1	0	0	1	0	0	0	0	
219282	93062-69-2					Fatty acids, C16-18, 2-[acetyl[2-[acetyl(2-C16-18 amidoethyl)amino]ethyl]amino]ethyl esters				Fatty acids, C16-18, 2-[acetyl[2-[acetyl(2-C16-18 amidoethyl)amino]ethyl]amino]ethyl esters	SciFinder	0	1	1	SciFinder	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
227180	94248-88-1	Chloroacetic acid, compound with dimethyldodecylamine (1:1)								Chloroacetic acid, compound with dimethyldodecylamine (1:1)	Dashboard	0	0	0		0	0	0	0	0	1	0	BSHYKFRMNOHAAR-UHFFFAOYSA-N	BSHYKFRMNOHAAR-UHFFFAOYSA-N						BSHYKFRMNOHAAR-UHFFFAOYSA-N	Dashboard	InChI=1S/C14H31N.C2H3ClO2/c1-4-5-6-7-8-9-10-11-12-13-14-15(2)3;3-1-2(4)5/h4-14H2,1-3H3;1H2,(H,4,5)			InChI=1S/C14H31N.C2H3ClO2/c1-4-5-6-7-8-9-10-11-12-13-14-15(2)3;3-1-2(4)5/h4-14H2,1-3H3;1H2,(H,4,5)	Dashboard				OC(=O)CCl.CCCCCCCCCCCCN(C)C	OC(=O)CCl.CCCCCCCCCCCCN(C)C	ClassyFire	0	0	1	0	0	1	0	0	1	0	MInChI=0.00.1S/C14H31N.C2H3ClO2/c1-4-5-6-7-8-9-10-11-12-13-14-15(2)3;3-1-2(4)5/h4-14H2,1-3H3;1H2,(H,4,5)/n1/1:1vp
165456	68910-58-7					Residues (coal), solvent-refining vacuum				Residues (coal), solvent-refining vacuum	SciFinder	0	1	1	SciFinder	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
164524	68815-42-9	Carbonic acid, rare earth salts, light		Carbonic acid, rare earth salts, light	Carbonic acid, rare earth salts, light				Carbonic acid, rare earth salts, light	Carbonic acid, rare earth salts, light	US TSCA	0	0	1	US TSCA	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
52368	16391-75-6		(2Z)-2-[(3R,4S,5S,8S,10S,11R,13R,14S,16S)-16-acetyloxy-3,11-dihydroxy-4,8,10,14-tetramethyl-2,3,4,5,6,7,9,11,12,13,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ylidene]-6-methylhept-5-enoic acid; 2-(2-hydroxyethylamino)ethanol		29-Nordammara-17(20),24-dien-21-oic acid, 16-(acetyloxy)-3,11-dihydroxy-, (3.alpha.,4.alpha.,8.alpha.,9.beta.,11.alpha.,13.alpha.,14.beta.,16.beta.,17Z)-, compd. with 2,2'-iminobis[ethanol] (1:1)				(2Z)-2-[(17Z)-16-(acetyloxy)-11-hydroxy-4,8,10,14-tetramethylgonan-17-ylidene]-6-methylhept-5-enoic acid;(4?,8?,9?,13?,14?,17Z)-16?-acetoxy-3?,11?-dihydroxy-29-nordammara-17(20),24-dien-21-oic acid, compound with 2,2'-iminodiethanol (1:1);29-Nordammara-17(20),24-dien-21-oic acid, 16-(acetyloxy)-3,11-dihydroxy-, (3.alpha.,4.alpha.,8.alpha.,9.beta.,11.alpha.,13.alpha.,14.beta.,16.beta.,17Z)-, compound with 2,2'-iminobis[ethanol] (1:1)	29-Nordammara-17(20),24-dien-21-oic acid, 16-(acetyloxy)-3,11-dihydroxy-, (3.alpha.,4.alpha.,8.alpha.,9.beta.,11.alpha.,13.alpha.,14.beta.,16.beta.,17Z)-, compd. with 2,2'-iminobis[ethanol] (1:1)	VT_KR_NZ	0	0	1	From Name	0	0	0	0	0	1	0		OQZZCXRLEFBPLZ-SQCIRFEJSA-N			LZZUBYRACGDTGF-UHFFFAOYSA-N			OQZZCXRLEFBPLZ-SQCIRFEJSA-N	Cirpy			InChI=1S/C31H48O6.C4H11NO2/c1-17(2)9-8-10-20(28(35)36)26-22-15-24(34)27-29(5)13-12-23(33)18(3)21(29)11-14-30(27,6)31(22,7)16-25(26)37-19(4)32;6-3-1-5-2-4-7/h9,18,21-25,27,33-34H,8,10-16H2,1-7H3,(H,35,36);5-7H,1-4H2/b26-20-;/t18-,21-,22-,23+,24+,25-,27?,29-,30-,31-;/m0./s1	InChI=1S/C31H48O6.C4H11NO2/c1-17(2)9-8-10-20(28(35)36)26-22-15-24(34)27-29(5)13-12-23(33)18(3)21(29)11-14-30(27,6)31(22,7)16-25(26)37-19(4)32;6-3-1-5-2-4-7/h9,18,21-25,27,33-34H,8,10-16H2,1-7H3,(H,35,36);5-7H,1-4H2/b26-20-;/t18-,21-,22-,23+,24+,25-,27?,29-,30-,31-;/m0./s1	Cirpy	CC1CCCC2(C)C1CCC1(C)C2C(O)CC2C(C(CC12C)OC(C)=O)=C(CCC=C(C)C)C(O)=O			OCCNCCO.C[C@@H]1[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)C2[C@H](O)C[C@H]2\C([C@H](C[C@]12C)OC(C)=O)=C(/CCC=C(C)C)C(O)=O	CC1CCCC2(C)C1CCC1(C)C2C(O)CC2C(C(CC12C)OC(C)=O)=C(CCC=C(C)C)C(O)=O	QSAR	0	0	1	0	0	1	0	0	0	0	MInChI=0.00.1S/C31H48O6.C4H11NO2/c1-17(2)9-8-10-20(28(35)36)26-22-15-24(34)27-29(5)13-12-23(33)18(3)21(29)11-14-30(27,6)31(22,7)16-25(26)37-19(4)32;6-3-1-5-2-4-7/h9,18,21-25,27,33-34H,8,10-16H2,1-7H3,(H,35,36);5-7H,1-4H2/b26-20-;/t18-,21-,22-,23+,24+,25-,27?,29-,30-,31-;/m0./s1/n1/1:1vp
147755	65652-34-8	1,6-Hexanediol, compd. with N-butyl-N-ethyl-1-butanamine (1:2)					BIS-(DIBUTYLETHYLAMMONIUM)HEXANE-1,6-BIS-HYDROXI		1,6-Hexanediol, compd. with N-butyl-N-ethyl-1-butanamine (1:2);hexane-1,6-diol - N-butyl-N-ethylbutan-1-amine (1:2);hexane-1,6-diol, compound with N-ethyldibutylamine (1:2)	1,6-Hexanediol, compd. with N-butyl-N-ethyl-1-butanamine (1:2)	Dashboard	0	0	1	From Name	0	0	0	0	0	1	0	HHBUMQWRCZAUOD-UHFFFAOYSA-N	HHBUMQWRCZAUOD-UHFFFAOYSA-N			HHBUMQWRCZAUOD-UHFFFAOYSA-N			HHBUMQWRCZAUOD-UHFFFAOYSA-N	Dashboard	InChI=1S/2C10H23N.C6H14O2/c2*1-4-7-9-11(6-3)10-8-5-2;7-5-3-1-2-4-6-8/h2*4-10H2,1-3H3;7-8H,1-6H2		InChI=1S/2C10H23N.C6H14O2/c2*1-4-7-9-11(6-3)10-8-5-2;7-5-3-1-2-4-6-8/h2*4-10H2,1-3H3;7-8H,1-6H2	InChI=1S/2C10H23N.C6H14O2/c2*1-4-7-9-11(6-3)10-8-5-2;7-5-3-1-2-4-6-8/h2*4-10H2,1-3H3;7-8H,1-6H2	Cirpy	OCCCCCCO.CCCCN(CC)CCCC.CCCCN(CC)CCCC			OCCCCCCO.CCCCN(CC)CCCC.CCCCN(CC)CCCC	OCCCCCCO.CCCCN(CC)CCCC.CCCCN(CC)CCCC	QSAR	0	0	1	0	0	1	0	0	0	0	MInChI=0.00.1S/2C10H23N.C6H14O2/c2*1-4-7-9-11(6-3)10-8-5-2;7-5-3-1-2-4-6-8/h2*4-10H2,1-3H3;7-8H,1-6H2/n1/1:2vp
164519	68815-30-5	Benzenesulfonic acid, decyl-, branched, compds. with triethanolamine		Benzenesulfonic acid, decyl-, branched, compds. with triethanolamine					Benzenesulfonic acid, decyl-, branched, compds. with triethanolamine	Benzenesulfonic acid, decyl-, branched, compds. with triethanolamine	US TSCA	0	0	1	US TSCA	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
216409	91771-85-6					Fatty acids, cottonseed-oil, monoesters with sorbitan				Fatty acids, cottonseed-oil, monoesters with sorbitan	SciFinder	0	1	1	SciFinder	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
134308	60336-83-6	1,4,7,10,13,16-Hexaoxacyclooctadecane, compd. with acetonitrile (1:1)		1,4,7,10,13,16-Hexaoxacyclooctadecane, compd. with acetonitrile (1:1)					1,4,7,10,13,16-Hexaoxacyclooctadecane, compd. with acetonitrile (1:1);acetonitrile - 1,4,7,10,13,16-hexaoxacyclooctadecane (1:1);acetonitrile, compound with 1,4,7,10,13,16-hexaoxacyclooctadecane (1:1)	1,4,7,10,13,16-Hexaoxacyclooctadecane, compd. with acetonitrile (1:1)	US TSCA	0	0	0	US TSCA	0	0	0	0	0	1	0	NDINSWFIKBMLNU-UHFFFAOYSA-N	NDINSWFIKBMLNU-UHFFFAOYSA-N			NDINSWFIKBMLNU-UHFFFAOYSA-N			NDINSWFIKBMLNU-UHFFFAOYSA-N	Dashboard	InChI=1S/C12H24O6.C2H3N/c1-2-14-5-6-16-9-10-18-12-11-17-8-7-15-4-3-13-1;1-2-3/h1-12H2;1H3		InChI=1S/C12H24O6.C2H3N/c1-2-14-5-6-16-9-10-18-12-11-17-8-7-15-4-3-13-1;1-2-3/h1-12H2;1H3	InChI=1S/C12H24O6.C2H3N/c1-2-14-5-6-16-9-10-18-12-11-17-8-7-15-4-3-13-1;1-2-3/h1-12H2;1H3	Cirpy	CC#N.C1COCCOCCOCCOCCOCCO1			CC#N.C1COCCOCCOCCOCCOCCO1	CC#N.C1COCCOCCOCCOCCOCCO1	QSAR	0	0	1	0	0	1	0	0	0	0	MInChI=0.00.1S/C12H24O6.C2H3N/c1-2-14-5-6-16-9-10-18-12-11-17-8-7-15-4-3-13-1;1-2-3/h1-12H2;1H3/n1/1:1vp
200325	85116-86-5					Fatty acids, C8-24 and C16-18-unsatd., iso-Pr esters				Fatty acids, C8-24 and C16-18-unsatd., iso-Pr esters	SciFinder	0	1	1	SciFinder	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
201010	85188-07-4					Benzenesulfonic acid, 2-[[5-amino-3-methyl-1-(3-sulfophenyl)-1H-pyrazol-4-yl]azo]-, 1,1'-[(1-methylethylidene)di-4,1-phenylene] ester, sodium salt, compd. with 2,2',2''-[nitrilotris(2,1-ethanediyloxy)]tris[ethanol] (9CI)				Benzenesulfonic acid, 2-[[5-amino-3-methyl-1-(3-sulfophenyl)-1H-pyrazol-4-yl]azo]-, 1,1'-[(1-methylethylidene)di-4,1-phenylene] ester, sodium salt, compd. with 2,2',2''-[nitrilotris(2,1-ethanediyloxy)]tris[ethanol] (9CI)	SciFinder	0	0	1	From Name	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
199940	85049-41-8				Fatty acids, (C=8-10)-branched, calcium salts					Fatty acids, (C=8-10)-branched, calcium salts	VT_KR_NZ	0	0	1	From Name	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
229100	95009-27-1					Fatty acids, C14-18 and C16-18-unsatd., isodecyl esters				Fatty acids, C14-18 and C16-18-unsatd., isodecyl esters	SciFinder	0	1	1	SciFinder	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
109270	42808-11-7		cyclohexanamine; (2S)-1-(5-dimethylaminonaphthalen-1-yl)sulfonylpyrrolidine-2-carboxylic acid						1-[[5-(dimethylamino)-1-naphthyl]sulphonyl]-L-proline, compound with cyclohexylamine (1:1);1-{[5-(dimethylamino)naphthalen-1-yl]sulfonyl}-L-proline - cyclohexanamine (1:1)	1-[[5-(dimethylamino)-1-naphthyl]sulphonyl]-L-proline, compound with cyclohexylamine (1:1);1-{[5-(dimethylamino)naphthalen-1-yl]sulfonyl}-L-proline - cyclohexanamine (1:1)	OECD QSAR	0	0	0		0	0	0	0	0	1	0		FBKAILSRUGKVAL-RSAXXLAASA-N			FBKAILSRUGKVAL-UHFFFAOYSA-N			FBKAILSRUGKVAL-RSAXXLAASA-N	Cirpy			InChI=1S/C17H20N2O4S.C6H13N/c1-18(2)14-8-3-7-13-12(14)6-4-10-16(13)24(22,23)19-11-5-9-15(19)17(20)21;7-6-4-2-1-3-5-6/h3-4,6-8,10,15H,5,9,11H2,1-2H3,(H,20,21);6H,1-5,7H2/t15-;/m0./s1	InChI=1S/C17H20N2O4S.C6H13N/c1-18(2)14-8-3-7-13-12(14)6-4-10-16(13)24(22,23)19-11-5-9-15(19)17(20)21;7-6-4-2-1-3-5-6/h3-4,6-8,10,15H,5,9,11H2,1-2H3,(H,20,21);6H,1-5,7H2/t15-;/m0./s1	Cirpy	NC1CCCCC1.CN(C)c1cccc2c(cccc12)S(=O)(=O)N1CCCC1C(O)=O			NC1CCCCC1.CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)N1CCC[C@H]1C(O)=O	NC1CCCCC1.CN(C)c1cccc2c(cccc12)S(=O)(=O)N1CCCC1C(O)=O	QSAR	0	0	1	0	0	1	0	0	0	0	MInChI=0.00.1S/C17H20N2O4S.C6H13N/c1-18(2)14-8-3-7-13-12(14)6-4-10-16(13)24(22,23)19-11-5-9-15(19)17(20)21;7-6-4-2-1-3-5-6/h3-4,6-8,10,15H,5,9,11H2,1-2H3,(H,20,21);6H,1-5,7H2/t15-;/m0./s1/n1/1:1vp
