ID	CAS_No	Chemical_Name	Chemical_Name_Cirpy	TSCA_Name	VT_KR_NZ_Name	Chemical_Name_Scifinder	Chemical_Name_SMILECAS	Chemical_Name_Reaxys	Chemical_Name_OECD_QSAR	Chemical_Name_Final	Chemical_Name_Final_Source	UVCB_TSCA	UVCB_SciFinder	UVCB_Final	UVCB_Final_Source	UVCB&Polymers	Metals	Organometallics	Polymers	Processes	Mixtures	Biological	InChIKey_Dashboard_all	InChIKey_Cirpy	InChIKey_Dashboard	InChIKey_Reaxys	InChIKey_SMILES	InChIKey_Scifinder	InChIKey_Comparison	InChIKey_Final	InChIKey_Final_Source	InChI_Dashboard	InChI_Scifinder	InChI_Cirpy	InChI_Final	InChI_Final_Source	SMILES_OECD_QSAR	SMILES_Cirpy	SMILES_Pubchem	SMILES_ClassyFire	SMILES_Final	SMILES_Final_Source	Alternate_CAS_No	Deleted_CAS_No	Classyfired	Pigments	Trade_Name	ClassyFired_new	Fluoro	Bromo	Chloro	Iodo
146280	65036-46-6	7-Benzothiazolesulfonic acid, 2-[4-[(hexahydro-2,4,6-trioxo-5-pyrimidinyl)azo]phenyl]-6-methyl-, compd. with 2,2',2''-nitrilotris[ethanol] (1:1)		7-Benzothiazolesulfonic acid, 2-[4-[2-(hexahydro-2,4,6-trioxo-5-pyrimidinyl)diazenyl]phenyl]-6-methyl-, compd. with 2,2',2''-nitrilotris[ethanol] (1:1)	2-[4-[(Hexahydro-2,4,6-trioxo-5-pyrimidyl)azo]phenyl]-6-methylbenzothiazole-7-sulfonic acid compound with 2,2',2''-nitrilotris[ethanol] (1:1)		7-Benzothiazolesulfonic acid, 2-[4-[(hexahydro-2,4,6-trioxo-5-pyrimidinyl)azo]phenyl]-6-methyl-, compd. with 2,2',2''-n		7-Benzothiazolesulfonic acid, 2-[4-[(hexahydro-2,4,6-trioxo-5-pyrimidinyl)azo]phenyl]-6-methyl-, compd. with 2,2�,2��-nitrilotris[ethanol] (1:1)	7-Benzothiazolesulfonic acid, 2-[4-[2-(hexahydro-2,4,6-trioxo-5-pyrimidinyl)diazenyl]phenyl]-6-methyl-, compd. with 2,2',2''-nitrilotris[ethanol] (1:1)	US TSCA	0	0	0	US TSCA	0	0	0	0	0	1	0	AZHSURPXVDEIHG-UHFFFAOYSA-N	AZHSURPXVDEIHG-UHFFFAOYSA-N			APIDSQKETXQPQW-UHFFFAOYSA-N			AZHSURPXVDEIHG-UHFFFAOYSA-N	Dashboard	InChI=1S/C18H13N5O6S2.C6H15NO3/c1-8-2-7-11-13(14(8)31(27,28)29)30-17(19-11)9-3-5-10(6-4-9)22-23-12-15(24)20-18(26)21-16(12)25;8-4-1-7(2-5-9)3-6-10/h2-7,12H,1H3,(H,27,28,29)(H2,20,21,24,25,26);8-10H,1-6H2		InChI=1S/C18H13N5O6S2.C6H15NO3/c1-8-2-7-11-13(14(8)31(27,28)29)30-17(19-11)9-3-5-10(6-4-9)22-23-12-15(24)20-18(26)21-16(12)25;8-4-1-7(2-5-9)3-6-10/h2-7,12H,1H3,(H,27,28,29)(H2,20,21,24,25,26);8-10H,1-6H2	InChI=1S/C18H13N5O6S2.C6H15NO3/c1-8-2-7-11-13(14(8)31(27,28)29)30-17(19-11)9-3-5-10(6-4-9)22-23-12-15(24)20-18(26)21-16(12)25;8-4-1-7(2-5-9)3-6-10/h2-7,12H,1H3,(H,27,28,29)(H2,20,21,24,25,26);8-10H,1-6H2	Cirpy	Cc1ccc2nc(sc2c1S(O)(=O)=O)-c1ccc(cc1)N=NC1C(=O)NC(=O)NC1=O			OCCN(CCO)CCO.CC1=C(C2=C(C=C1)N=C(S2)C1=CC=C(C=C1)N=NC1C(=O)NC(=O)NC1=O)S(O)(=O)=O	Cc1ccc2nc(sc2c1S(O)(=O)=O)-c1ccc(cc1)N=NC1C(=O)NC(=O)NC1=O	QSAR	0	0	1	0	0	1	0	0	0	0
162653	68604-84-2		dimethyl (2E,34E)-hexatriaconta-2,34-dienedioate	Fatty acids, C18-unsatd., dimers, Me esters	Fatty acids, (C=18)-unsatd., dimers, Me esters		Fatty acids, C18-unsatd., dimers, Me esters		Fatty acids, C18-unsatd., dimers, Me esters;Fatty acids, C18-unsatd., dimers, methyl esters	Fatty acids, C18-unsatd., dimers, Me esters	US TSCA	0	0	1	US TSCA	0	0	0	0	0	1	0		HAYSMLFXRQFQTR-LBYUQGKWSA-N						HAYSMLFXRQFQTR-LBYUQGKWSA-N	Cirpy			InChI=1S/C38H70O4/c1-41-37(39)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-5-3-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38(40)42-2/h33-36H,3-32H2,1-2H3/b35-33+,36-34+	InChI=1S/C38H70O4/c1-41-37(39)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-5-3-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38(40)42-2/h33-36H,3-32H2,1-2H3/b35-33+,36-34+	Cirpy				COC(=O)\C=C\CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC\C=C\C(=O)OC	COC(=O)\C=C\CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC\C=C\C(=O)OC	ClassyFire	0	0	1	0	0	1	0	0	0	0
39107	1402434-48-3					Morpholine, 4-C12-14-alkyl derivs.				Morpholine, 4-C12-14-alkyl derivs.	SciFinder	0	1	1	SciFinder	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0
210707	90244-88-5				Bulnesia sarmienti, ext., sapond.				Bulnesia sarmienti, ext., sapond.;Bulnesia sarmienti, extract, saponified	Bulnesia sarmienti, ext., sapond.	VT_KR_NZ	0	0	1	From Name	0	0	0	0	1	0	1																					0	0	0	0	0	0	0	0	0	0
157538	68308-19-0	Fatty acids, C6-19-branched, copper(2+) salts		Fatty acids, C6-19-branched, copper(2+) salts	Fatty acids, (C=6-19)-branched, copper(2+) salts		Fatty acids, C6-19-branched, copper(2+) salts		Fatty acids, C6-19-branched, copper(2++) salts	Fatty acids, C6-19-branched, copper(2+) salts	US TSCA	0	0	1	US TSCA	0	0	0	0	0	1	0					BNTQGVHBWQQJDR-UHFFFAOYSA-L			BNTQGVHBWQQJDR-UHFFFAOYSA-L	OECD QSAR						CCCC(C)CC(C)CC(C)C(=O)O[Cu]OC(=O)C(C)CC(C)CC(C)CCC			CCCC(C)CC(C)CC(C)C(=O)O[Cu]OC(=O)C(C)CC(C)CC(C)CCC	CCCC(C)CC(C)CC(C)C(=O)O[Cu]OC(=O)C(C)CC(C)CC(C)CCC	OECD QSAR	0	0	1	0	0	1	0	0	0	0
231971	97489-15-1	C14-17-sec-alkanesulfonic acid sodium salts			Sulfonic acids, C14-17-sec-alkane, sodium salts					C14-17-sec-alkanesulfonic acid sodium salts	Dashboard	0	0	1	From Name	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0
200320	85116-81-0					Fatty acids, C14-18 and C16-18-unsatd., esters with neopentyl glycol				Fatty acids, C14-18 and C16-18-unsatd., esters with neopentyl glycol	SciFinder	0	1	1	SciFinder	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0
163176	68610-51-5	Poly(dicyclopentadiene-co-p-cresol)		Phenol, 4-methyl-, reaction products with dicyclopentadiene and isobutylene	4-Methylphenol reaction products with dicyclopentadiene and isobutylene		Phenol, 4-methyl-, reaction products with dicyclopentadiene and isobutylene		Phenol,_4-methyl-,_reaction_products_with_dicyclopentadiene_and_isobutylene"	Phenol, 4-methyl-, reaction products with dicyclopentadiene and isobutylene	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0		UQQYHXZNSYZMEN-UHFFFAOYSA-N			UQQYHXZNSYZMEN-UHFFFAOYSA-N			UQQYHXZNSYZMEN-UHFFFAOYSA-N	Cirpy			InChI=1S/C10H12.C7H8O.C4H8/c1-2-9-7-4-5-8(6-7)10(9)3-1;1-6-2-4-7(8)5-3-6;1-4(2)3/h1-2,4-5,7-10H,3,6H2;2-5,8H,1H3;1H2,2-3H3	InChI=1S/C10H12.C7H8O.C4H8/c1-2-9-7-4-5-8(6-7)10(9)3-1;1-6-2-4-7(8)5-3-6;1-4(2)3/h1-2,4-5,7-10H,3,6H2;2-5,8H,1H3;1H2,2-3H3	Cirpy	CC(C)=C.C1C=CC2C3CC(C=C3)C12.Cc1ccc(O)cc1			CC(C)=C.CC1=CC=C(O)C=C1.C1C=CC2C3CC(C=C3)C12	CC(C)=C.C1C=CC2C3CC(C=C3)C12.Cc1ccc(O)cc1	QSAR	0	0	1	0	0	1	0	0	0	0
199936	85049-37-2	Fatty acids, C16-18 and C18-unsatd., 2-ethylhexyl esters			Fatty acids, (C=16-18) and (C=18)-unsatd., 2-ethylhexyl esters				Fatty acids, C16-18 and C18-unsatd., 2-ethylhexyl esters	Fatty acids, C16-18 and C18-unsatd., 2-ethylhexyl esters	Dashboard	0	0	1	From Name	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0
216285	91770-57-9				Residual oils (petroleum), catalytic dewaxed				Residualoils(petroleum),catalyticdewaxed,ifthey contain> 3% w/wDMSOextract	Residual oils (petroleum), catalytic dewaxed	VT_KR_NZ	0	0	1	From Name	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0
178084	72403-67-9	3(or 4)-(4-Methylpenten-3-yl)cyclohex-3-ene-1-methyl acetate		3-Cyclohexene-1-methanol, 3(or 4)-(4-methyl-3-penten-1-yl)-, 1-acetate	3-Cyclohexene-1-methanol, 3(or 4)-(4-methyl-3-pentenyl)-, acetate		3-Cyclohexene-1-methanol, 3(or *4)-(4-methyl-3-pentenyl)-,acetate		[3-(4-methylpent-3-en-1-yl)cyclohex-3-en-1-yl]methyl acetate;3(or 4)-(4-Methylpenten-3-yl)cyclohex-3-ene-1-methyl acetate;3-Cyclohexene-1-methanol, 3(or 4)-(4-methyl-3-penten-1-yl)-, 1-acetate;3-Cyclohexene-1-methanol, 3(or 4)-(4-methyl-3-pentenyl)-, acetate	3-Cyclohexene-1-methanol, 3(or 4)-(4-methyl-3-penten-1-yl)-, 1-acetate	US TSCA	0	0	0	US TSCA	0	0	0	0	0	1	0	IIUKCYITROTKFB-UHFFFAOYSA-N	IIUKCYITROTKFB-HNNXBMFYSA-N	IIUKCYITROTKFB-UHFFFAOYSA-N		IIUKCYITROTKFB-UHFFFAOYSA-N			IIUKCYITROTKFB-UHFFFAOYSA-N	Dashboard	InChI=1S/C15H24O2/c1-12(2)6-4-7-14-8-5-9-15(10-14)11-17-13(3)16/h6,8,15H,4-5,7,9-11H2,1-3H3		InChI=1S/C15H24O2/c1-12(2)6-4-7-14-8-5-9-15(10-14)11-17-13(3)16/h6,8,15H,4-5,7,9-11H2,1-3H3/t15-/m0/s1	InChI=1S/C15H24O2/c1-12(2)6-4-7-14-8-5-9-15(10-14)11-17-13(3)16/h6,8,15H,4-5,7,9-11H2,1-3H3/t15-/m0/s1	Cirpy	CC(=O)OCC1CCC=C(CCC=C(C)C)C1			CC(C)=CCCC1=CCCC(COC(C)=O)C1	CC(=O)OCC1CCC=C(CCC=C(C)C)C1	QSAR	0	0	1	0	0	1	0	0	0	0
223097	93924-33-5				Gas oils, paraffinic			gas oil A	Gasoils,paraffinic,exceptifthefullrefining historyisknownanditcanbeshownthatthe substancefromwhichitis producedisnota carcinogen	Gas oils, paraffinic	VT_KR_NZ	0	0	1	From Name	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0
40670	1428547-35-6					Fatty acids, C16-18, compds. with C16-18-alkyl amines				Fatty acids, C16-18, compds. with C16-18-alkyl amines	SciFinder	0	1	1	SciFinder	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0
214289	91053-44-0					Leach residues, cadmium cake				Leach residues, cadmium cake	SciFinder	0	1	1	SciFinder	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0
163078	68609-44-9	Gadolinium oxide sulfide (Gd2O2S), ytterbium-doped		Gadolinium oxide sulfide (Gd2O2S), ytterbium-doped	Gadolinium oxide sulfide (Gd2O2S), ytterbium-doped				Gadolinium oxide sulfide (Gd2O2S), ytterbium-doped	Gadolinium oxide sulfide (Gd2O2S), ytterbium-doped	US TSCA	0	0	1	US TSCA	0	1	0	0	1	0	0																					0	0	0	0	0	0	0	0	0	0
32965	132983-41-6				Naphthalene reaction products with tetradecene					Naphthalene reaction products with tetradecene	VT_KR_NZ	0	0	1	From Name	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0
137571	61790-19-0	Fats and Glyceridic oils, vegetable, sulfated		Fats and Glyceridic oils, vegetable, sulfated	Sulfated vegetable oils				Fats and Glyceridic oils, vegetable, sulfated;Oils, vegetable, sulfated	Fats and Glyceridic oils, vegetable, sulfated	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	1																					0	0	0	0	0	0	0	0	0	0
166059	68919-79-9	Fatty acids, tall-oil, reaction products with triethylenetetramine		Fatty acids, tall-oil, reaction products with triethylenetetramine	Fatty acids, tall oil reaction products with triethylenetetramine		Fatty acids, tall-oil, reaction products with triethylenetetramine		Fatty acids, tall oil, reaction products with triethylenetetramine;Fatty acids, tall-oil, reaction products with triethylenetetramine	Fatty acids, tall-oil, reaction products with triethylenetetramine	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0					WQTPDIMWAXFYPL-UHFFFAOYSA-N			WQTPDIMWAXFYPL-UHFFFAOYSA-N	OECD QSAR						CCCCCCCCC=CCCCCCCCC(=O)NCCNCCNCCN	CCCCCCCCC=CCCCCCCCC(=O)NCCNCCNCCN		CCCCCCCCC=CCCCCCCCC(=O)NCCNCCNCCN	CCCCCCCCC=CCCCCCCCC(=O)NCCNCCNCCN	OECD QSAR	0	0	1	0	0	1	0	0	0	0
158808	68412-14-6		2-(2-aminoethylamino)ethanol; octadecanoic acid; urea	Octadecanoic acid, reaction products with 2-[(2-aminoethyl)amino]ethanol and urea			Octadecanoic acid, reaction products with 2-[(2-aminoethyl)amino]ethanol and urea		Octadecanoic acid, reaction products with 2-[(2-aminoethyl)amino]ethanol and urea	Octadecanoic acid, reaction products with 2-[(2-aminoethyl)amino]ethanol and urea	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0		NSDUCABVIZJQPD-UHFFFAOYSA-N			YSAXDRPILZYKJB-UHFFFAOYSA-N			NSDUCABVIZJQPD-UHFFFAOYSA-N	Cirpy			InChI=1S/C18H36O2.C4H12N2O.CH4N2O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;5-1-2-6-3-4-7;2-1(3)4/h2-17H2,1H3,(H,19,20);6-7H,1-5H2;(H4,2,3,4)	InChI=1S/C18H36O2.C4H12N2O.CH4N2O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;5-1-2-6-3-4-7;2-1(3)4/h2-17H2,1H3,(H,19,20);6-7H,1-5H2;(H4,2,3,4)	Cirpy	CCCCCCCCCCCCCCCCCC1=NCCN1CCOC(N)=O			NC(N)=O.NCCNCCO.CCCCCCCCCCCCCCCCCC(O)=O	CCCCCCCCCCCCCCCCCC1=NCCN1CCOC(N)=O	QSAR	0	0	1	0	0	1	0	0	0	0
145838	64742-91-2	Distillates, petroleum, steam-cracked		Distillates (petroleum), steam-cracked	Distillates (petroleum), steam-cracked		Distillates (petroleum), steam-cracked		Distillates (petroleum), steam-cracked;Distillates, petroleum, steam cracked	Distillates (petroleum), steam-cracked	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0					UFWIBTONFRDIAS-UHFFFAOYSA-N			UFWIBTONFRDIAS-UHFFFAOYSA-N	OECD QSAR						c1ccc2ccccc2c1	c1ccc2ccccc2c1		C1=CC2=CC=CC=C2C=C1	c1ccc2ccccc2c1	OECD QSAR	0	0	1	0	0	1	0	0	0	0
214835	911674-82-3				Castor-oil, hydrogenated, N,N'-[1,3-phenylenebis(methylene)]bis-amides					Castor-oil, hydrogenated, N,N'-[1,3-phenylenebis(methylene)]bis-amides	VT_KR_NZ	0	0	1	From Name	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0
160215	68477-50-9	Distillates (petroleum), polymd. steam-cracked petroleum distillates, C5-12 fraction		Distillates (petroleum), polymd. steam-cracked petroleum distillates, C5-12 fraction	Distillates (petroleum), polymd. steam-cracked petroleum distillates, (C=5-12) fraction					Distillates (petroleum), polymd. steam-cracked petroleum distillates, C5-12 fraction	US TSCA	0	0	1	US TSCA	0	0	0	1	1	1	0																					0	0	0	0	0	0	0	0	0	0
137460	61788-85-0	Polyoxyethylene hydrogenated castor oil 60		Castor oil, hydrogenated, ethoxylated	Castor oil, hydrogenated, ethoxylated	Ethoxylated hydrogenated castor oil	Castor oil, hydrogenated, ethoxylated	CREMOPHOR CO 40	Castor oil, hydrogenated, ethoxylated	Ethoxylated hydrogenated castor oil	SciFinder	0	1	1	US TSCA	0	0	0	1	1	0	0					YMXCUWFLUCDGNV-UHFFFAOYSA-N			YMXCUWFLUCDGNV-UHFFFAOYSA-N	OECD QSAR						CCCCCCC(O)CC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC(CCCCCC)OCCOCCOCCOCCOCCO)OC(=O)CCCCCCCC=CCC(O)CCCCCC			CCCCCCC(O)CC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC(CCCCCC)OCCOCCOCCOCCOCCO)OC(=O)CCCCCCCC=CCC(O)CCCCCC	CCCCCCC(O)CC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC(CCCCCC)OCCOCCOCCOCCOCCO)OC(=O)CCCCCCCC=CCC(O)CCCCCC	OECD QSAR	0	0	1	0	0	1	0	0	0	0
181609	738587-10-5				5-[(2-hydroxy-3,7-disulfo-1-naphthalenyl)azo]-1H-1,2,4-triazole-3-carboxylate sodium complexes nickel					5-[(2-hydroxy-3,7-disulfo-1-naphthalenyl)azo]-1H-1,2,4-triazole-3-carboxylate sodium complexes nickel	VT_KR_NZ	0	0	1	From Name	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0
9263	1079258-99-3					Phosphonic acid, P-(3-silylpropyl)-, Si,Si,Si-tris(mixed ethoxy and methoxy) derivs., mixed Et and Me diesters				Phosphonic acid, P-(3-silylpropyl)-, Si,Si,Si-tris(mixed ethoxy and methoxy) derivs., mixed Et and Me diesters	SciFinder	0	1	1	SciFinder	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0
154703	68081-77-6	Benzene, polypropene derivs.		Benzene, polypropene derivs.	Benzene, polypropene derivs.				Benzene, polypropene derivatives;Benzene, polypropene derivs.	Benzene, polypropene derivs.	US TSCA	0	0	1	US TSCA	0	0	0	1	1	1	0																					0	0	0	0	0	0	0	0	0	0
145834	64742-87-6	Gas oils, petroleum, hydrodesulfurized light vacuum		Gas oils (petroleum), hydrodesulfurized light vacuum	Gas oils (petroleum), hydrodesulfurized light vacuum		Gas oils (petroleum), hydrodesulfurized light vacuum		Gas oils (petroleum), hydrodesulfurized light vacuum;Gas oils, petroleum, hydrodesulfurized, light vacuum	Gas oils (petroleum), hydrodesulfurized light vacuum	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0					NDJKXXJCMXVBJW-UHFFFAOYSA-N			NDJKXXJCMXVBJW-UHFFFAOYSA-N	OECD QSAR						CCCCCCCCCCCCCCCCC	CCCCCCCCCCCCCCCCC		CCCCCCCCCCCCCCCCC	CCCCCCCCCCCCCCCCC	OECD QSAR	0	0	1	0	0	1	0	0	0	0
162494	68603-11-2	Hydrocarbon waxes, petroleum, oxidized, Me esters, calcium salts		Hydrocarbon waxes (petroleum), oxidized, Me esters, calcium salts	Hydrocarbon waxes (petroleum), oxidized, Me esters, calcium salts				Hydrocarbon waxes (petroleum), oxidized, Me esters, calcium salts;Hydrocarbon waxes, petroleum, oxidized, Me esters, calcium salts	Hydrocarbon waxes (petroleum), oxidized, Me esters, calcium salts	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0
51326	161907-77-3				Ethanol, 2-butoxy-, manufacture of, by-products from					Ethanol, 2-butoxy-, manufacture of, by-products from	VT_KR_NZ	0	0	1	From Name	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0
199827	85029-82-9	Soybean oil, maleated, ester with triethanolamine		Soybean oil, maleated, ester with triethanolamine	Soybean oil, maleated, ester with triethanolamine				Soybean oil, maleated, ester with triethanolamine	Soybean oil, maleated, ester with triethanolamine	US TSCA	0	0	1	US TSCA	0	0	0	0	1	0	1																					0	0	0	0	0	0	0	0	0	0
219682	93333-79-0					Ashes (residues), plant				Ashes (residues), plant	SciFinder	0	1	1	SciFinder	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0
167790	68990-02-3	Resin acids and Rosin acids, hydrogenated, sodium salts		Resin acids and Rosin acids, hydrogenated, sodium salts	Resin acids and Rosin acids, hydrogenated, sodium salts				Resin acids and Rosin acids, hydrogenated, sodium salts	Resin acids and Rosin acids, hydrogenated, sodium salts	US TSCA	0	0	1	US TSCA	0	0	0	1	1	1	0																					0	0	0	0	0	0	0	0	0	0
