ID	CAS_No	Chemical_Name	Chemical_Name_Cirpy	TSCA_Name	VT_KR_NZ_Name	Chemical_Name_Scifinder	Chemical_Name_SMILECAS	Chemical_Name_Reaxys	Chemical_Name_OECD_QSAR	Chemical_Name_Final	Chemical_Name_Final_Source	UVCB_TSCA	UVCB_SciFinder	UVCB_Final	UVCB_Final_Source	UVCB&Polymers	Metals	Organometallics	Polymers	Processes	Mixtures	Biological	InChIKey_Dashboard_all	InChIKey_Cirpy	InChIKey_Dashboard	InChIKey_Reaxys	InChIKey_SMILES	InChIKey_Scifinder	InChIKey_Comparison	InChIKey_Final	InChIKey_Final_Source	InChI_Dashboard	InChI_Scifinder	InChI_Cirpy	InChI_Final	InChI_Final_Source	SMILES_OECD_QSAR	SMILES_Cirpy	SMILES_Pubchem	SMILES_ClassyFire	SMILES_Final	SMILES_Final_Source	Alternate_CAS_No	Deleted_CAS_No	Classyfired	Pigments	Trade_Name	ClassyFired_new	Fluoro	Bromo	Chloro	Iodo	MInChI
177505	72245-07-9			Fatty acids, soya, epoxidized, Me esters, reaction products with 2-[(C12-14-alkyloxy)methyl]oxirane and triethylenetetramine	Fatty acids, soya, epoxidized, Me esters, reaction products with [((C=12-14)-alkyloxy)methyl]oxirane and triethylenetetramine				Fatty acids, soya, epoxidized, Me esters, reaction products with 2-[(C12-14-alkyloxy)methyl]oxirane and triethylenetetramine	Fatty acids, soya, epoxidized, Me esters, reaction products with 2-[(C12-14-alkyloxy)methyl]oxirane and triethylenetetramine	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0	
199292	84961-91-1					1,2-Ethanediamine, N-(2-aminoethyl)-N'-[2-[(2-aminoethyl)amino]ethyl]-, phosphonomethylated, partially reduced				1,2-Ethanediamine, N-(2-aminoethyl)-N'-[2-[(2-aminoethyl)amino]ethyl]-, phosphonomethylated, partially reduced	SciFinder	0	1	1	SciFinder	0	0	0	0	1	0	0																					0	0	0	0	0	0	0	0	0	0	
9858	108737-88-8					2-Propenoic acid, 2-methyl-, dodecyl ester, polymer with 2-hydroxyethyl 2-propenoate				2-Propenoic acid, 2-methyl-, dodecyl ester, polymer with 2-hydroxyethyl 2-propenoate	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
103604	390748-41-1	Nitriles, rosin		Nitriles, rosin					Nitriles, rosin	Nitriles, rosin	US TSCA	0	0	1	US TSCA	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
163515	68648-16-8	Fatty acids, tall-oil, polymd., oxidized		Fatty acids, tall-oil, polymd., oxidized	Fatty acids, tall oil polymd., oxidized				Fatty acids, tall-oil, polymd., oxidized	Fatty acids, tall-oil, polymd., oxidized	US TSCA	0	0	1	US TSCA	0	0	0	1	1	1	0																					0	0	0	0	0	0	0	0	0	0	
2731	101794-70-1					Amines, N-C12-22-alkyltrimethylenedi-, compds. with oxidized petroleum paraffin oils				Amines, N-C12-22-alkyltrimethylenedi-, compds. with oxidized petroleum paraffin oils	SciFinder	0	1	1	SciFinder	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0	
157563	68308-48-5	Amines, tallow alkyl, ethoxylated, phosphates		Amines, tallow alkyl, ethoxylated, phosphates	Amines, tallow alkyl, ethoxylated, phosphates		Amines, tallow alkyl, ethoxylated, phosphates		Amines, tallow alkyl, ethoxylated, phosphates	Amines, tallow alkyl, ethoxylated, phosphates	US TSCA	0	0	1	US TSCA	0	0	0	1	1	1	0					VFQPWNXHFBNUNK-UHFFFAOYSA-N			VFQPWNXHFBNUNK-UHFFFAOYSA-N	OECD QSAR						CCCCCCCCCCCCCCCCCCNCCOCCOCCOCCOCCOP(O)(O)=O			CCCCCCCCCCCCCCCCCCNCCOCCOCCOCCOCCOP(O)(O)=O	CCCCCCCCCCCCCCCCCCNCCOCCOCCOCCOCCOP(O)(O)=O	OECD QSAR	0	0	1	0	0	1	0	0	0	0	
209989	90106-62-0					Scopolia japonica, ext.				Scopolia japonica, ext.	SciFinder	0	1	1	SciFinder	0	0	0	0	0	0	1																					0	0	0	0	0	0	0	0	0	0	
214547	91080-77-2					Quaternary ammonium compounds, C14-18-alkylethyldimethyl, salts with 4-chloro-3,5-dimethylphenol				Quaternary ammonium compounds, C14-18-alkylethyldimethyl, salts with 4-chloro-3,5-dimethylphenol	SciFinder	0	1	1	SciFinder	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	1	0	
219176	93028-59-2					Fatty acids, coco, sulfo, disodium salts				Fatty acids, coco, sulfo, disodium salts	SciFinder	0	1	1	SciFinder	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
232924	97808-33-8					Fatty acids, rape-oil, C7-9-alkyl esters, epoxidized, reaction products with acrylic acid				Fatty acids, rape-oil, C7-9-alkyl esters, epoxidized, reaction products with acrylic acid	SciFinder	0	1	1	SciFinder	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0	
116109	50985-38-1				Poly(oxy-1,2-ethanediyl), Î±-(4-hydroxybutyl)-Ï‰-hydroxy-					Poly(oxy-1,2-ethanediyl), α-(4-hydroxybutyl)-ω-hydroxy-	VT_KR_NZ	0	0	1	From Name	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
162731	68605-66-3	Fatty acids, tall-oil, polymers with ethylene glycol, fumaric acid, glycerol, pentaerythritol, phthalic anhydride and sorbitol		Fatty acids, tall-oil, polymers with ethylene glycol, fumaric acid, glycerol, pentaerythritol, phthalic anhydride and sorbitol	Fatty acids, tall oil polymers with ethylene glycol, fumaric acid, glycerol, pentaerythritol, phthalic anhydride and sorbitol				Fatty acids, tall-oil, polymers with ethylene glycol, fumaric acid, glycerol, pentaerythritol, phthalic anhydride and sorbitol	Fatty acids, tall-oil, polymers with ethylene glycol, fumaric acid, glycerol, pentaerythritol, phthalic anhydride and sorbitol	US TSCA	0	0	1	US TSCA	0	0	0	1	0	1	0																					0	0	0	0	0	0	0	0	0	0	
86607	29350-42-3					Boric acid (H3BO3), polymer with 1,3-benzenediol				Boric acid (H3BO3), polymer with 1,3-benzenediol	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
6880	105179-69-9					Benzene, ethenyl-, polymer with 1,2-butadiene				Benzene, ethenyl-, polymer with 1,2-butadiene	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
210170	90131-82-1					Urtica pilulifera, ext.				Urtica pilulifera, ext.	SciFinder	0	1	1	SciFinder	0	0	0	0	0	0	1																					0	0	0	0	0	0	0	0	0	0	
19060	120145-69-9				2-Propenoic acid, 2-methyl-, C10-20-branched and linear alkyl esters, polymers with Me methacrylate and vinylpyrrolidone					2-Propenoic acid, 2-methyl-, C10-20-branched and linear alkyl esters, polymers with Me methacrylate and vinylpyrrolidone	VT_KR_NZ	0	0	1	From Name	0	0	0	1	0	1	0																					0	0	0	0	0	0	0	0	0	0	
194074	83271-53-8					Oxirane, 2-methyl-, polymer with oxirane, carboxymethyl octadecyl ether				Oxirane, 2-methyl-, polymer with oxirane, carboxymethyl octadecyl ether	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
173265	71022-38-3				1,3-Isobenzofurandione, polymer with N-(2-aminoethyl)-1,2-ethanediamine					1,3-Isobenzofurandione, polymer with N-(2-aminoethyl)-1,2-ethanediamine	VT_KR_NZ	0	0	1	From Name	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
113215	480424-86-0	9,9-Didodecylfluorene-2,7-diboronic acid								9,9-Didodecylfluorene-2,7-diboronic acid	Dashboard	0	0	1	From Name	0	0	0	0	0	0	0	MLGWUNIPUPZNEE-UHFFFAOYSA-N	MLGWUNIPUPZNEE-UHFFFAOYSA-N						MLGWUNIPUPZNEE-UHFFFAOYSA-N	Dashboard	InChI=1S/C37H60B2O4/c1-3-5-7-9-11-13-15-17-19-21-27-37(28-22-20-18-16-14-12-10-8-6-4-2)35-29-31(38(40)41)23-25-33(35)34-26-24-32(39(42)43)30-36(34)37/h23-26,29-30,40-43H,3-22,27-28H2,1-2H3			InChI=1S/C37H60B2O4/c1-3-5-7-9-11-13-15-17-19-21-27-37(28-22-20-18-16-14-12-10-8-6-4-2)35-29-31(38(40)41)23-25-33(35)34-26-24-32(39(42)43)30-36(34)37/h23-26,29-30,40-43H,3-22,27-28H2,1-2H3	Dashboard				CCCCCCCCCCCCC1(CCCCCCCCCCCC)C2=C(C=CC(=C2)B(O)O)C2=C1C=C(C=C2)B(O)O	CCCCCCCCCCCCC1(CCCCCCCCCCCC)C2=C(C=CC(=C2)B(O)O)C2=C1C=C(C=C2)B(O)O	ClassyFire	0	0	1	0	0	1	0	0	0	0	MInChI=0.00.1S/C37H60B2O4/c1-3-5-7-9-11-13-15-17-19-21-27-37(28-22-20-18-16-14-12-10-8-6-4-2)35-29-31(38(40)41)23-25-33(35)34-26-24-32(39(42)43)30-36(34)37/h23-26,29-30,40-43H,3-22,27-28H2,1-2H3/n1/
167087	68956-38-7	Fatty acids, tall-oil, polymers with glycerol, linseed oil, isophthalic acid, pentaerythritol, tall oil and TDI		Fatty acids, tall-oil, polymers with glycerol, linseed oil, isophthalic acid, pentaerythritol, tall oil and TDI	Fatty acids, tall oil polymers with glycerol, linseed oil, isophthalic acid, pentaerythritol, tall oil and TDI				Fatty acids, tall-oil, polymers with glycerol, linseed oil, isophthalic acid, pentaerythritol, tall oil and TDI	Fatty acids, tall-oil, polymers with glycerol, linseed oil, isophthalic acid, pentaerythritol, tall oil and TDI	US TSCA	0	0	1	US TSCA	0	0	0	1	0	1	0																					0	0	0	0	0	0	0	0	0	0	
117215	51473-95-1					Poly(oxy-1,2-ethanediyl), α-sulfo-ω-[(9Z)-9-octadecen-1-yloxy]-, ammonium salt (1:1)			Poly(oxy-1,2-ethanediyl), ?-sulfo-?-(9-octadecenyloxy)-, ammonium salt, (Z)-	Poly(oxy-1,2-ethanediyl), α-sulfo-ω-[(9Z)-9-octadecen-1-yloxy]-, ammonium salt (1:1)	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
202736	85566-95-6					2-Propenoic acid, 2-methyl-, C8-11-isoalkyl esters				2-Propenoic acid, 2-methyl-, C8-11-isoalkyl esters	SciFinder	0	1	1	SciFinder	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
160078	68476-04-0	Fatty acids, montan-wax, ethoxylated		Fatty acids, montan-wax, ethoxylated	Fatty acids, montan-wax, ethoxylated		Fatty acids, montan-wax, ethoxylated		Fatty acids, montan wax, ethoxylated;Fatty acids, montan-wax, ethoxylated	Fatty acids, montan-wax, ethoxylated	US TSCA	0	0	1	US TSCA	0	0	0	1	1	1	0					BBVZWBGLROFBGD-UHFFFAOYSA-N			BBVZWBGLROFBGD-UHFFFAOYSA-N	OECD QSAR						CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCOCCOCCOCCOCCO			CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCOCCOCCOCCOCCO	CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCOCCOCCOCCOCCO	OECD QSAR	0	0	1	0	0	1	0	0	0	0	
40034	141959-39-9	Soybean oil, reaction products with polypropylene glycol ether with sucrose		Soybean oil, reaction products with polypropylene glycol ether with sucrose					Soybean oil, reaction products with polypropylene glycol ether with sucrose	Soybean oil, reaction products with polypropylene glycol ether with sucrose	US TSCA	0	0	1	US TSCA	0	0	0	1	1	1	1																					0	0	0	0	0	0	0	0	0	0	
217743	92201-56-4					Cinnamomum burmanni, ext.			Cinnamomum burmanni, ext.;Cinnamomum burmanni, extracts	Cinnamomum burmanni, ext.	SciFinder	0	1	1	SciFinder	0	0	0	0	0	0	1																					0	0	0	0	0	0	0	0	0	0	
160927	68515-04-8	Asphalt, sapon. products with lignin and rosin, potassium sodium salts		Asphalt, sapon. products with lignin and rosin, potassium sodium salts	Asphalt, sapon. products with lignin and rosin, potassium sodium salts				Asphalt, sapon. products with lignin and rosin, potassium sodium salts	Asphalt, sapon. products with lignin and rosin, potassium sodium salts	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0	
210628	90218-64-7				Benzenesulfonic acid, methyl-, mono-C15-36-branched alkyl derivs., sodium salts					Benzenesulfonic acid, methyl-, mono-C15-36-branched alkyl derivs., sodium salts	VT_KR_NZ	0	0	1	From Name	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0	
162851	68606-97-3	Oils, peppermint, terpene-free		Oils, peppermint, terpene-free	Oils, peppermint, terpene-free		Oils, peppermint, terpene-free		Oils, peppermint, terpene-free	Oils, peppermint, terpene-free	US TSCA	0	0	1	US TSCA	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
232868	97766-43-3				Sulfonic acids, alkane(C=20-24) hydroxy and alkene(C=20-24), sodium salts					Sulfonic acids, alkane(C=20-24) hydroxy and alkene(C=20-24), sodium salts	VT_KR_NZ	0	0	1	From Name	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
167528	68987-40-6	Benzene, di-C10-14-alkyl derivs., distn. residues		Benzene, di-C10-14-alkyl derivs., distn. residues	Benzene, dialkyl(C=10-14) derivs., distn. residues		Benzene, di-C10-14-alkyl derivs., distn. residues		Benzene, di-C10-14-alkyl derivatives, distillation residues;Benzene, di-C10-14-alkyl derivs., distn. residues	Benzene, di-C10-14-alkyl derivs., distn. residues	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0					LVYZEGXWMAKHQM-UHFFFAOYSA-N			LVYZEGXWMAKHQM-UHFFFAOYSA-N	OECD QSAR						CCCCCCCCCCc1ccc(CCCCCCCCCC)cc1	CCCCCCCCCCc1ccc(CCCCCCCCCC)cc1		CCCCCCCCCCC1=CC=C(CCCCCCCCCC)C=C1	CCCCCCCCCCc1ccc(CCCCCCCCCC)cc1	OECD QSAR	0	0	1	0	0	1	0	0	0	0	
62127	189460-09-1				1,6-Hexanediamine polymer with azacyclotridecan-2-one, hexahydro-2H-azepin-2-one, ethylene glycol and hexanedioic acid					1,6-Hexanediamine polymer with azacyclotridecan-2-one, hexahydro-2H-azepin-2-one, ethylene glycol and hexanedioic acid	VT_KR_NZ	0	0	1	From Name	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
214919	912451-95-7					1,3-Benzenedicarboxylic acid, polymer with butyl 2-propenoate, ethenylbenzene, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 2,5-furandione, 1,6-hexanediol, 2-hydroxyethyl 2-methyl-2-propenoate, methyl 2-methyl-2-propenoate and 2-methyl-2-propenoic acid, 2-hydroxy-3-[(1-oxoneodecyl)oxy]propyl ester (9CI)				1,3-Benzenedicarboxylic acid, polymer with butyl 2-propenoate, ethenylbenzene, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 2,5-furandione, 1,6-hexanediol, 2-hydroxyethyl 2-methyl-2-propenoate, methyl 2-methyl-2-propenoate and 2-methyl-2-propenoic acid, 2-hydroxy-3-[(1-oxoneodecyl)oxy]propyl ester (9CI)	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
122635	54034-09-2					2-Propenoic acid, polymer with 1,1-dimethylethyl 2-propenoate and ethenyl acetate (9CI)				2-Propenoic acid, polymer with 1,1-dimethylethyl 2-propenoate and ethenyl acetate (9CI)	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
15869	116580-54-2				Dextrin, isooctadecanoate 					Dextrin, isooctadecanoate 	VT_KR_NZ	0	0	1	From Name	0	0	0	0	0	0	1																					0	0	0	0	0	0	0	0	0	0	
210455	90193-67-2	Brominated diphenyl ethers			Benzene, 1,1'-oxybis-, bromo derivs.					Brominated diphenyl ethers	Dashboard	0	0	1	From Name	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	1	0	0	
162648	68604-79-5	Fatty acids, corn-oil, compds. with triethanolamine		Fatty acids, corn-oil, compds. with triethanolamine	Fatty acids, corn-oil compds. with triethanolamine				Fatty acids, corn-oil, compds. with triethanolamine	Fatty acids, corn-oil, compds. with triethanolamine	US TSCA	0	0	1	US TSCA	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
114696	500574-15-2				Fatty acids, C18-unsatd., dimers, bis[2-[[2,2-bis[[(1-oxo-2-propenyl)oxy]methyl]butoxy]methyl]-2-[[(1-oxo-2-propenyl)oxy]methyl]butyl] ester					Fatty acids, C18-unsatd., dimers, bis[2-[[2,2-bis[[(1-oxo-2-propenyl)oxy]methyl]butoxy]methyl]-2-[[(1-oxo-2-propenyl)oxy]methyl]butyl] ester	VT_KR_NZ	0	0	1	From Name	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
158255	68389-84-4	Linseed oil, polymer with isophthalic acid, pentaerythritol and 3a,4,7,7a-tetrahydro-1,3-isobenzofurandione		Linseed oil, polymer with isophthalic acid, pentaerythritol and 3a,4,7,7a-tetrahydro-1,3-isobenzofurandione	Linseed oil polymer with isophthalic acid, pentaerythritol and 3a,4,7,7a-tetrahydro-1,3-isobenzofurandione				Linseed oil, polymer with isophthalic acid, pentaerythritol and 3a,4,7,7a-tetrahydro-1,3-isobenzofurandione	Linseed oil, polymer with isophthalic acid, pentaerythritol and 3a,4,7,7a-tetrahydro-1,3-isobenzofurandione	US TSCA	0	0	1	US TSCA	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
113543	485802-04-8				Tetrahydro-cyclobuta[1,2-c:3,4-c']difurantetrone polymer with 2,2'-dimethyl [1,1'-biphenyl]-4,4'-diamine					Tetrahydro-cyclobuta[1,2-c:3,4-c']difurantetrone polymer with 2,2'-dimethyl [1,1'-biphenyl]-4,4'-diamine	VT_KR_NZ	0	0	1	From Name	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
20402	120989-68-6				2-Propenenitrile, polymer with ethenylbenzene, reaction products with 1-(1-isocyanato-1-methylethyl)-3-(1-methylethenyl)benzene and polyethylene-polypropylene glycol ether with glycerol (3:1)				2-Propenenitrile, polymer with ethenylbenzene, reaction products with 1-(1-isocyanato-1-methylethyl)-3-(1-methylethenyl)benzene and polyethylene-polypropylene glycol ether with glycerol (3:1)	2-Propenenitrile, polymer with ethenylbenzene, reaction products with 1-(1-isocyanato-1-methylethyl)-3-(1-methylethenyl)benzene and polyethylene-polypropylene glycol ether with glycerol (3:1)	VT_KR_NZ	0	0	1	From Name	0	0	0	1	1	1	0																					0	0	0	0	0	0	0	0	0	0	
160042	68475-67-2	Amines, C12-16-alkyl, compds. with bis(6-methylheptyl) hydrogen phosphate		Amines, C12-16-alkyl, compds. with bis(6-methylheptyl) hydrogen phosphate					Amines, C12-16-alkyl, compds. with bis(6-methylheptyl) hydrogen phosphate	Amines, C12-16-alkyl, compds. with bis(6-methylheptyl) hydrogen phosphate	US TSCA	0	0	1	US TSCA	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
49223	159034-88-5					Amides, coco, propoxylated				Amides, coco, propoxylated	SciFinder	0	1	1	SciFinder	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0	
172318	7084-33-5					Xanthylium, 9-(2-carboxyethyl)-3,6-bis(dimethylamino)-, chloride, compd. with zinc chloride (ZnCl2) (9CI)				Xanthylium, 9-(2-carboxyethyl)-3,6-bis(dimethylamino)-, chloride, compd. with zinc chloride (ZnCl2) (9CI)	SciFinder	0	0	1	From Name	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
165840	68917-47-5	Oils, spike, acetylated, terpene-free		Oils, spike, acetylated, terpene-free					Oils, spike, acetylated, terpene free;Oils, spike, acetylated, terpene-free	Oils, spike, acetylated, terpene-free	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0	
59867	182697-62-7				Formaldehyde polymer with (chloromethyl)oxirane and methylphenol, 4-cyclohexene-1,2-dicarboxylate 2-propenoate					Formaldehyde polymer with (chloromethyl)oxirane and methylphenol, 4-cyclohexene-1,2-dicarboxylate 2-propenoate	VT_KR_NZ	0	0	1	From Name	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	1	0	
209497	90046-07-4					Kat, ext.				Kat, ext.	SciFinder	0	1	1	SciFinder	0	0	0	0	0	0	1																					0	0	0	0	0	0	0	0	0	0	
228454	94552-43-9					Serine, reaction products with malonic acid, oxidized glycerol and propylene glycol				Serine, reaction products with malonic acid, oxidized glycerol and propylene glycol	SciFinder	0	1	1	SciFinder	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0	
81096	265997-94-2			Tar acids, coal, crude, reactions products with 1,1'-methylenebis[4-isocyanatobenzene]					Tar acids, coal, crude, reactions products with 1,1'-methylenebis[4-isocyanatobenzene]	Tar acids, coal, crude, reactions products with 1,1'-methylenebis[4-isocyanatobenzene]	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0	
204531	86088-82-6					Brain, hypothalamus, ext.				Brain, hypothalamus, ext.	SciFinder	0	1	1	SciFinder	0	0	0	0	0	0	1																					0	0	0	0	0	0	0	0	0	0	
